Z,Y,X
2.6281675366435455,-1.7040645478060648,-0.12835762936380846
-0.8364622925193776,-3.2025973339191167,-7.585607258039806
0.8086861184737244,1.8697448639145229,1.7899934532899322
-0.1425604074100466,-1.3544175332108785,-2.0377151896238006
3.1349885211917803,4.121513414432857,13.713265223507035
4.359028853872687,4.156331314196432,16.216681496869963
3.6085032872801808,4.10472192387116,13.97745181085212
5.257141730692032,6.4306160832731845,20.161567487108595
4.480415093584049,4.779281959695237,16.352765017487762
1.131744636889639,1.9487315221308736,7.239783361347195
4.97999462877304,2.908269608971312,12.950250514533417
3.7487336655395063,8.355012209919725,22.48503097459656
7.379053340281519,9.83274434696299,34.278577360993246
3.3208354869252723,4.502371443952624,11.685413314848661
1.8676322465140405,3.5247006881931995,9.01263657130163
0.7959421585852628,0.9909505783035873,3.6741833753183224
2.160015139018528,3.546932792821255,9.146899012033861
1.3319761179535117,-0.9238605261743402,2.8912859759951606
3.340090023875027,3.483886376817893,12.205895427001447
2.135190459422315,0.979765469611608,3.5770453661373622
4.129631253113794,5.2908268505381475,17.49654520384684
3.1521497812545416,3.4590470076657436,17.510255092436584
3.189769161226233,3.350580107418906,9.288968769592023
6.1900878961073555,7.133957941345998,26.025036592634002
5.688556519816424,5.701755821858991,19.406968450305786
3.439535750696911,3.1672734146941144,11.899089958720497
1.5177900967581073,0.3088122393827675,5.173763147679734
-0.8985896821283146,-1.24249566847678,-3.0480174603282673
6.5641345521889,7.730400684555026,26.288990860931715
3.6941287618836016,3.1346712158256884,9.413105042772678
4.260214741687014,3.2028561610787687,12.491498267230604
1.5444053244666094,0.32340857313275384,3.592431583746377
3.9833910185743364,2.8483156918937595,12.486250309776263
3.370378927809107,3.219272434844757,13.470079052230856
0.7400435418648414,-0.2689848825002292,-0.7565596665544136
6.041352035111675,6.07523450638997,20.683342044459295
2.2205596093991784,0.8186822884767726,5.10832919452197
1.0211279040847476,2.501635262318309,7.380269327402292
2.8976472100727615,3.958792498485722,13.067893207316093
4.029931491905539,3.9735496946127453,14.618810193842709
2.1746631483643615,4.189754269490926,13.698255072877982
0.8971872909753005,0.4432868563236927,2.696739918575472
3.538416560077656,4.101570042814023,13.23499964079979
6.859468498407109,4.7802867527448285,18.12777704462957
4.796049691326558,0.9911587554150754,8.447767365394073
3.584857822002169,4.8709531022389445,11.560791796730953
4.642850992107997,4.229597263470036,16.64451607804801
-0.6671974770022118,1.8776233071774855,3.295678329993934
3.0948515678994983,5.442299742486495,16.22489549430852
4.808327211755809,1.1318909847968106,11.797992739458946
2.2479496029290678,3.7978756644233496,12.399518707178446
2.8629371504365033,1.590670004338465,7.76384197486569
2.8909540431138967,2.283598960941676,10.785641193107598
2.85210440958895,3.2934708212852337,10.441325650952548
3.6369452078636963,9.049237256311763,23.34331716162193
1.2031032948063036,1.7583907035928372,5.2761921994293415
4.562162459958355,4.856907850644871,16.507295408725195
1.600037510741364,4.997413929708081,11.792557278773122
0.5227159196503517,-0.5257235814557206,0.12708569278958276
3.539984697644207,4.513895164445422,14.688752708504964
0.024720784804036722,1.0546762982636462,-1.0274703277400477
3.7788594585250217,4.197133518077171,17.114002921340834
3.2180273056141333,3.834485786202584,13.220339817913898
5.862494732076621,4.335554991535044,17.671623648412947
9.899901914270394,8.831199433809504,29.494325852425856
0.4499140367290897,-0.9604874821608305,-1.5708837136358105
2.5764771067001013,2.175850049119783,4.5684257124007175
6.7046338957502325,8.460652834371961,22.508680534736587
3.6462782943985093,2.1357486082576633,6.454988987179267
4.96857873866667,4.84861669250315,17.43255709008308
1.0229004754210365,-0.40799011055497303,0.3389427657152937
4.152875851829917,4.450453001600942,13.406888657754564
5.591598406692485,8.726769434189777,25.70074528579372
2.762600739970268,2.691015351823369,10.565114981841383
3.518557122130561,3.501758046819143,10.06385021350272
2.3589650623176857,1.2759297528426743,5.717416483128198
2.980860497629065,2.532551587489249,7.815405554717648
2.5465037904200853,1.509423040295224,3.6543436236193516
4.608746761714242,3.3190591822231115,12.68610225697167
4.359581537249631,5.037493795575143,13.929323308910025
2.3063681390338093,0.3449851006985738,2.507278734128811
5.178482439473686,7.906702494140832,22.384461679252162
1.7586858582306666,2.3310105132488363,4.963960906486267
0.4711237629944689,-0.5918700710781533,-0.7794662137879171
6.020499431857596,4.380705033359337,18.485044911717328
1.869459859805429,3.089932101863642,9.210516754362033
3.3315382240907825,5.757412046676885,14.759113462232351
2.5125898953202976,2.5794140952585707,13.728661078704253
3.4282279669384406,3.362525042484683,8.038041091516087
4.050768058932557,4.435190781845076,9.610827569443838
2.2099817065324596,1.6794983203522853,6.328949226408325
