L1,L2,L3,E1,E2,N1,N2,L4,L5,L6,L7,L8,L9,E3,N3,N4,N5,M1,B,A,D,C
0.4858379732187389,2.745298349189674,101.49387028026253,0.6711839181291241,1.5196399182385056,0.14915474532676518,-9.398037501952741,101.94390040566053,7.283399418418588,50.91443121863908,101.53358893203374,1.1078867394355414,-0.2121018700148528,1.4062535768935598,-7.968224807140884,0.07345155468239356,0.2192547461238737,-7.314300543288235,0.6513761425356662,0.5647311980014315,0.7172074622884229,0.6940496915695267
-0.15277297277111673,-1.4385236708387796,100.37227605258562,0.5680686996816084,0.02632725710311659,-0.8813921724466038,-12.821301489986428,98.65664380650584,2.1787071900220827,50.29582615627596,100.48331274730448,0.2146448634132629,-2.5655561330754972,0.9713644681314051,-13.403719017227601,-1.0205129916381381,-0.8133505085529038,-12.782506746271649,-0.8620230423756201,0.8841026023158856,0.7376635978730358,0.6438649135244521
-1.6207761183967793,-0.7192660232229351,99.79001537711176,0.17013730944866415,0.538702872816899,-0.6884417313880289,-10.957232686123366,98.28462290977407,0.347809758920215,49.82918349837848,99.74283749328346,-2.1595280687111345,-2.3243896736248875,0.43594545147880764,-11.490900361038841,-0.7238442043654504,-0.8078893312671445,-11.442148408291377,-0.026610193029584065,-0.1311464246900312,-0.03908993499526511,-0.11357169340634217
1.8478559839981539,2.9261287560826914,101.00153926162689,0.37076196982261556,2.3339566707334476,0.388465416458604,-9.426868071670574,101.51501958198271,8.538418623460807,50.62047798023405,100.78888532570528,8.469391010983149,-0.31128130386943575,1.6441955809881978,-8.711788335221385,0.41095281531415784,0.5887011881369967,-8.416097812005258,-0.22130659004817382,0.08579541288166437,0.02442838891197515,0.270860260548329
-0.7291901890585095,-1.6403417932081106,99.55337827517408,1.2958109326434037,1.1719912861016961,-0.3731597254617093,-10.248082083954845,101.37817621412728,2.6753042003837018,49.70666957431161,99.55651172029773,1.2780457679400457,-0.935770610598182,1.8984461794329033,-9.607122779796358,-0.3916077430100498,-0.23801124277632338,-8.103722398742136,0.9598749942412952,1.094074879158486,1.2505512309509546,0.9850990617846339
2.1774589278343517,1.0211520979770174,98.95566070998754,0.7162570604525436,0.4956701926560913,0.16983441588723583,-12.47035203970075,98.22272980131939,0.9494888988257291,49.302866858670015,98.52519344129315,1.5539965660060397,3.223047254535511,1.1014695004338055,-11.270101409186623,0.4104250507742968,0.2230193919495046,-10.488413976363866,-0.34124785950028647,-0.1642419050263504,-0.18242311941762085,0.36659473800915965
-1.3585311685413852,-0.22749412744515793,102.2814684851616,0.16098291939246956,1.6323323318818115,0.5438536812749094,-7.256609319050854,102.29281092106254,0.07559026873185423,51.21505370731084,102.4076194438229,-1.3377125872207294,2.2650840913065364,0.5914100312873645,-5.761640258761029,0.6830480282765821,0.4864647261185072,-5.689032051420974,2.1215576391919173,2.3619182491893627,2.395753805757911,1.5784162346429942
-0.5761475519604133,-3.977605831343679,100.03260261171543,0.32047103905874397,0.20445440257523564,0.149665419013101,-10.230355408338244,99.84723899512727,15.829890007642986,50.10671910689521,100.0632610444074,0.02412200678161458,-4.2456448781865355,0.2911216918410404,-9.774787693298062,0.22270511092303646,0.04469279914658271,-9.373049479008216,-0.3962916512431097,0.5489431507528539,0.37837715082626744,0.4108601835010478
-2.2573440895171477,0.3227739609521371,100.90317287688615,0.32348875870947885,0.017066822292402174,-0.7749002040421807,-13.238320817714964,101.2603609213308,0.4117292109786107,50.555972904284445,100.87538000661739,-0.27903053133639366,-3.7051057179631526,0.5540269349778633,-10.692013469166449,-0.907423767459798,-0.7823789289729446,-10.139706411175334,-1.2249445613005265,1.1686009930545496,1.646171314037232,1.4812307685286656
-3.47602423456824,-0.8028427816186429,100.99173869411678,1.7134602700644046,0.04669976455113329,-0.5383443704998051,-12.632251253248484,100.03838446274621,0.8134874700747845,50.39309130677623,101.03299583456483,-4.837814223647557,-4.044664426681348,2.2792040857054725,-12.758229738377864,-0.617611691581127,-0.6639824570031662,-10.86871786950054,-1.0732257212834935,1.0617824434756615,0.6772209937170182,0.6572388815796115
