B,A,D,C
-1.5970156120825332,-0.3021419950766677,2.024060315683178,0.09625464293422985
-0.010216689415365372,-3.143383814223445,-1.2235861866825255,-2.3770289728660545
-0.9933113265005664,-2.4870853342956654,-3.1718146129131437,-1.3913845824507276
-1.3424200620537583,-3.796984688097852,-5.289346534737926,-0.5574563020697116
-0.2531541921299148,-1.52530762859913,-0.35167924241598136,-1.2352489992081483
0.29902599437076893,-0.3884150423142718,-1.2563121270691067,0.3659574694167367
-1.6823679015178126,-1.5042147184786439,-1.6863490999622317,-1.845186668416536
2.8143333856464667,4.18806095145511,4.686469545656859,2.6250558806378543
-1.0038788584615905,-0.8072249093089879,0.9948282948908366,1.1143456671270813
-1.384985906395258,-0.5937400900494443,0.3745808349921206,-1.5939120319729694
-0.004612068589321377,-1.611255817104298,-2.100209611410098,-2.144393033282099
-0.5548084862799411,-1.6460667088736693,-0.6466348561472426,0.011250026745178943
-2.677239031840121,-3.6039362325441404,-4.358478718968167,-4.7966704863609095
-1.2281040297645363,-1.9807362674234017,-2.740499324612889,1.3600227057896066
-0.18379438181525262,0.049280650179323926,-1.0222463864579594,-0.22182029892577615
2.5817626513006426,5.0589346215700335,6.479345955823653,4.718076454598846
-0.6874001621864648,1.0631612875849936,2.3508437850455413,2.0031299950304735
0.21895288482899716,-4.027464540868629,-3.1870651803280956,-2.2038797351205552
-0.3669510835380707,-0.5805312149205732,-1.2106651042850052,-1.119399899386344
0.862778463982847,1.1930920979277477,-1.0529776275997622,3.1938933530352127
-0.9836486930464667,-0.02828285788225482,-1.9720206648681717,-2.4984562966871557
0.29689390426822787,3.437825392740812,4.065948604551989,-0.7069249935775419
0.8345890125891697,0.1953690133186018,-0.9635198498027694,2.4318208829392107
-2.821153153783613,-1.1287797123873478,-4.40743734475534,-3.3214896662990356
-0.4781698334385759,-0.45339818039526114,1.5690380312497554,-1.1245824541618732
2.5671415632498786,0.906703871798306,2.4087185466234278,0.920626069582239
-0.27748086402524147,-0.11158133200851333,0.6409341459015938,0.09893056153524814
0.7449132068777826,1.0827816492902613,0.6372901524685795,8.89371467518348
0.09362591381378609,-0.6847486055584171,0.3968523170010321,-0.8284522765585641
-0.7189489005209063,-2.052901042617508,-3.8455041467594344,-3.3461056609763964
-0.6707121562787679,-3.1548661505767646,-2.3861614973829965,-0.1312723980069448
-0.35081493147465354,0.7808006824183231,0.1088470154344845,1.4900980311302878
0.4502509570855441,-2.9384416819860855,-1.2394428414033853,-2.5466601507547004
1.3296589781641714,3.6863874791895457,4.441801340891544,3.2807093284313336
-1.060558263947671,0.1794083355425815,0.5491664994348582,0.6987171299919296
0.3802080193669191,0.6600206055653337,0.012667470737682707,0.7983714718147991
-0.35525328748471635,0.004515110152536139,0.4282897380306579,1.5056909623156807
1.944936502858497,0.5460087060458232,2.067289546023398,2.9245899506406796
-0.9878995822386026,-2.1044789797779946,-1.1169145738065263,0.014821751301484998
2.528456303246241,0.814548404115981,-0.7240065610611159,1.5490392122342482
1.0474941585576583,1.0469238194679988,-1.0770493195130197,-2.00237786372066
0.9462447977641115,-0.4519680916589137,-1.5099751019827603,-0.032947020537362065
1.47083843929761,2.779964212389227,3.678324836802844,1.0206971568880399
0.01639352062171341,-3.2752236397585364,-2.87549996324597,-5.853786603718
-0.6545879418225897,-1.012327899706526,-2.403860291230785,-0.4703636932110933
-1.0129242602713209,-0.8090826150171293,-2.453898509364626,-2.2364530059136096
0.6620385421023804,4.0967781199952515,1.5777784354259219,-0.8863286661263703
-0.5776429536558598,1.865498727035601,3.300499435866799,-0.08243862238993338
0.8558057394965018,0.4254085827470375,-1.863041364047042,3.2228024446771375
4.090107895334773,4.250960758769486,5.548921639753497,4.336999364703445
-0.0108940726866584,1.228158438509338,-1.511820359683331,-3.632996376391717
2.28497899157679,7.51065978469367,8.310076525543504,4.04102190877882
-1.4671915478259674,-0.3522884981820975,-2.2535189104759787,-1.4662889553924925
-0.10797975555825791,-1.2158582123082313,-0.9262164755849494,0.8426678734299247
3.1858419042635973,2.7107885326453554,1.7717574861329934,0.8585959433959001
